---,ModifierId,ModifierName,ItemTags,ModifierTags,ModifierWeight,ModifierTier,ModifierRequiredLevel,ModifierAffixType,MinMaxRange,ModifiedAttribute,ModifierOperator,UniqueModifierId,ValidItemClasses,ValidItemTypesOverride,ModifierBuckets
poison_res_01,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""E1BAAC8940460FADB915C7A0C6432FC4"", ""poison_res_01"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""EDA2C9C04BC925706912EEAC56A42D9C"", ""poison resist 1"")","(Etched=False)","(Physical=False,Fire=True,Ice=False,Electric=False,Poison=False,Damage=False,Attack=False,Defense=False,Resistance=True,Speed=False,Critical=False,Life=False,Armor=False,Evade=False,Overshield=False)","1000","0","1","Suffix","(5,10)","(WeaponAttackRate=0.000000,WeaponCriticalChance=0.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=0.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=0.000000,ElectricResistance=0.000000,PoisonResistance=1.000000))","GlobalMod","","(Armor=True,Weapon=True,Shield=True,Jewelry=True,Misc=True)","(Armor=(Head=False,Chest=False,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=False,LocalCritChance=False,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=False,OverShield=False,life=False),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=False,ElectricResist=False,PoisonResist=True,GlobalAllSkills=False,UniqueSkill=False))"
poison_res_02,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""2A064D31425BA10563D96C9CAB0BFBA5"", ""poison_res_02"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""E968298047208E74473F47A908FA7B89"", ""poison resist 2"")","(Etched=False)","(Physical=False,Fire=True,Ice=False,Electric=False,Poison=False,Damage=False,Attack=False,Defense=False,Resistance=True,Speed=False,Critical=False,Life=False,Armor=False,Evade=False,Overshield=False)","1000","1","5","Suffix","(11,15)","(WeaponAttackRate=0.000000,WeaponCriticalChance=0.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=0.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=0.000000,ElectricResistance=0.000000,PoisonResistance=1.000000))","GlobalMod","","(Armor=True,Weapon=True,Shield=True,Jewelry=True,Misc=True)","(Armor=(Head=False,Chest=False,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=False,LocalCritChance=False,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=False,OverShield=False,life=False),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=False,ElectricResist=False,PoisonResist=True,GlobalAllSkills=False,UniqueSkill=False))"
skills_plus_01,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""9EBC4C1B4C2E463D6727BFB0208B20DF"", ""skills_plus_01"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""05F187304D2677320595179A4554787B"", ""all skills + 1"")","(Etched=False)","(Physical=False,Fire=False,Ice=False,Electric=False,Poison=False,Damage=False,Attack=False,Defense=False,Resistance=False,Speed=False,Critical=False,Life=False,Armor=False,Evade=False,Overshield=False)","100","0","1","Prefix","(1)","(WeaponAttackRate=0.000000,WeaponCriticalChance=0.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=0.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=0.000000,ElectricResistance=0.000000,PoisonResistance=0.000000))","GlobalMod","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""E8C88F314AACE0FEF964DA949ED57418"", ""skills_plus_01"")","(Armor=False,Weapon=True,Shield=False,Jewelry=True,Misc=False)","(Armor=(Head=False,Chest=False,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=False,LocalCritChance=False,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=False,OverShield=False,life=False),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=False,ElectricResist=False,PoisonResist=False,GlobalAllSkills=True,UniqueSkill=False))"
uskill_firestorm_01,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""226FB9E3474F764241E38DA6F8B49403"", ""uskill_firestorm_01"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""531DE4F94AD2DC5E69B57F95EE6A70B0"", ""Firestorm"")","(Etched=False)","(Physical=False,Fire=True,Ice=False,Electric=False,Poison=False,Damage=False,Attack=False,Defense=False,Resistance=False,Speed=False,Critical=False,Life=False,Armor=False,Evade=False,Overshield=False)","250","0","1","Prefix","(1)","(WeaponAttackRate=0.000000,WeaponCriticalChance=0.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=0.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=0.000000,ElectricResistance=0.000000,PoisonResistance=0.000000))","UniqueModifier","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""32C28A0442FEBBDD60E488962A1C3768"", ""uskill_firestorm_01"")","(Armor=True,Weapon=False,Shield=False,Jewelry=False,Misc=False)","(Armor=(Head=False,Chest=False,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=True),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=False,LocalCritChance=False,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=False,OverShield=False,life=False),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=False,ElectricResist=False,PoisonResist=False,GlobalAllSkills=False,UniqueSkill=True))"
chest_life_001,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""02708A5349A0655E23B349B66D7E276A"", ""chest_life_001"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""686B66CB490888468EE5F0AEF5FC2831"", ""Chest Life 1"")","(Etched=False)","(Physical=False,Fire=False,Ice=False,Electric=False,Poison=False,Damage=False,Attack=False,Defense=False,Resistance=False,Speed=False,Critical=False,Life=True,Armor=False,Evade=False,Overshield=False)","1000","0","1","Prefix","(20,30)","(WeaponAttackRate=0.000000,WeaponCriticalChance=0.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=0.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=0.000000,ElectricResistance=0.000000,PoisonResistance=0.000000))","Addition","","(Armor=False,Weapon=False,Shield=False,Jewelry=False,Misc=False)","(Armor=(Head=False,Chest=True,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=False,LocalCritChance=False,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=False,OverShield=False,life=True),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=False,ElectricResist=False,PoisonResist=False,GlobalAllSkills=False,UniqueSkill=False))"
generic_life_001,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""AE0A092745942E3546CCDE9EEA1A1D7E"", ""generic_life_001"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""04A559E8413DDCC8A6FDE9B7955D3807"", ""Generic Life 1"")","(Etched=False)","(Physical=False,Fire=False,Ice=False,Electric=False,Poison=False,Damage=False,Attack=False,Defense=False,Resistance=False,Speed=False,Critical=False,Life=True,Armor=False,Evade=False,Overshield=False)","1000","0","1","Prefix","(10,20)","(WeaponAttackRate=0.000000,WeaponCriticalChance=0.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=0.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=0.000000,ElectricResistance=0.000000,PoisonResistance=0.000000))","Addition","","(Armor=False,Weapon=False,Shield=True,Jewelry=True,Misc=True)","(Armor=(Head=False,Chest=False,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=False,LocalCritChance=False,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=False,OverShield=False,life=True),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=False,ElectricResist=False,PoisonResist=False,GlobalAllSkills=False,UniqueSkill=False))"
chest_armor_flat_001,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""F02798504DDEAF4D5AF2BE888D6A8121"", ""chest_armor_flat_001"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""75614D914B85BD211CE54B9CFB583C56"", ""Chest Armor + 1"")","(Etched=False)","(Physical=False,Fire=False,Ice=False,Electric=False,Poison=False,Damage=False,Attack=False,Defense=True,Resistance=False,Speed=False,Critical=False,Life=False,Armor=True,Evade=False,Overshield=False)","1000","0","1","Prefix","(5,10)","(WeaponAttackRate=0.000000,WeaponCriticalChance=0.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=1.000000,Evade=0.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=0.000000,ElectricResistance=0.000000,PoisonResistance=0.000000))","Addition","","(Armor=False,Weapon=False,Shield=False,Jewelry=False,Misc=False)","(Armor=(Head=False,Chest=True,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=False,LocalCritChance=False,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=True,Evade=False,OverShield=False,life=False),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=False,ElectricResist=False,PoisonResist=False,GlobalAllSkills=False,UniqueSkill=False))"
chest_life_002,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""6FA42F9E4406F17B51D40C90E1AF3AD2"", ""chest_life_002"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""67F396CA4B854DC5682F44843C1DB09C"", ""Chest Life 2"")","(Etched=False)","(Physical=False,Fire=False,Ice=False,Electric=False,Poison=False,Damage=False,Attack=False,Defense=False,Resistance=False,Speed=False,Critical=False,Life=True,Armor=False,Evade=False,Overshield=False)","1000","1","5","Prefix","(31,40)","(WeaponAttackRate=0.000000,WeaponCriticalChance=0.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=0.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=0.000000,ElectricResistance=0.000000,PoisonResistance=0.000000))","Addition","","(Armor=True,Weapon=False,Shield=False,Jewelry=False,Misc=False)","(Armor=(Head=False,Chest=True,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=False,LocalCritChance=False,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=False,OverShield=False,life=True),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=False,ElectricResist=False,PoisonResist=False,GlobalAllSkills=False,UniqueSkill=False))"
chest_life_003,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""BF586887494D3778D9F29C83874E4E13"", ""chest_life_003"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""313865CC4D529945D962A6ADA12AA353"", ""Chest Life 3"")","(Etched=False)","(Physical=False,Fire=False,Ice=False,Electric=False,Poison=False,Damage=False,Attack=False,Defense=False,Resistance=False,Speed=False,Critical=False,Life=True,Armor=False,Evade=False,Overshield=False)","1000","2","10","Prefix","(41,50)","(WeaponAttackRate=0.000000,WeaponCriticalChance=0.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=0.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=0.000000,ElectricResistance=0.000000,PoisonResistance=0.000000))","Addition","","(Armor=True,Weapon=False,Shield=False,Jewelry=False,Misc=False)","(Armor=(Head=False,Chest=True,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=False,LocalCritChance=False,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=False,OverShield=False,life=True),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=False,ElectricResist=False,PoisonResist=False,GlobalAllSkills=False,UniqueSkill=False))"
chest_armor_flat_002,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""5D306AB44D3318506CDF08BD789537BA"", ""chest_armor_flat_002"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""17D195CC4E25ED869277DF80A14C695B"", ""Chest Armor + 2"")","(Etched=False)","(Physical=False,Fire=False,Ice=False,Electric=False,Poison=False,Damage=False,Attack=False,Defense=True,Resistance=False,Speed=False,Critical=False,Life=False,Armor=True,Evade=False,Overshield=False)","1000","1","5","Prefix","(11,15)","(WeaponAttackRate=0.000000,WeaponCriticalChance=0.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=1.000000,Evade=0.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=0.000000,ElectricResistance=0.000000,PoisonResistance=0.000000))","Addition","","(Armor=False,Weapon=False,Shield=False,Jewelry=False,Misc=False)","(Armor=(Head=False,Chest=True,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=False,LocalCritChance=False,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=True,Evade=False,OverShield=False,life=False),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=False,ElectricResist=False,PoisonResist=False,GlobalAllSkills=False,UniqueSkill=False))"
chest_evade_flat_001,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""5DBBB9F44D6C813938070CAC2AF8516E"", ""chest_evade_flat_001"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""13E41EBD4A4389F36AAB9199AEA43EEB"", ""Chest Evade + 1"")","(Etched=False)","(Physical=False,Fire=False,Ice=False,Electric=False,Poison=False,Damage=False,Attack=False,Defense=True,Resistance=False,Speed=False,Critical=False,Life=False,Armor=True,Evade=False,Overshield=False)","1000","0","1","Prefix","(20,40)","(WeaponAttackRate=0.000000,WeaponCriticalChance=0.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=1.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=0.000000,ElectricResistance=0.000000,PoisonResistance=0.000000))","Addition","","(Armor=False,Weapon=False,Shield=False,Jewelry=False,Misc=False)","(Armor=(Head=False,Chest=True,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=False,LocalCritChance=False,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=True,OverShield=False,life=False),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=False,ElectricResist=False,PoisonResist=False,GlobalAllSkills=False,UniqueSkill=False))"
chest_evade_flat_002,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""17D79959442174175FEC3A8511504EAD"", ""chest_evade_flat_002"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""5A026C3D4B11A21538C13FA57E8B4F06"", ""Chest Evade + 2"")","(Etched=False)","(Physical=False,Fire=False,Ice=False,Electric=False,Poison=False,Damage=False,Attack=False,Defense=True,Resistance=False,Speed=False,Critical=False,Life=False,Armor=True,Evade=False,Overshield=False)","1000","1","5","Prefix","(41,60)","(WeaponAttackRate=0.000000,WeaponCriticalChance=0.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=1.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=0.000000,ElectricResistance=0.000000,PoisonResistance=0.000000))","Addition","","(Armor=False,Weapon=False,Shield=False,Jewelry=False,Misc=False)","(Armor=(Head=False,Chest=True,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=False,LocalCritChance=False,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=True,OverShield=False,life=False),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=False,ElectricResist=False,PoisonResist=False,GlobalAllSkills=False,UniqueSkill=False))"
chest_overshield_flat_001,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""0381C9014063235945B935A4174182CC"", ""chest_overshield_flat_001"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""D6F3C7B243505296493174B58B4F6857"", ""Chest OS + 1"")","(Etched=False)","(Physical=False,Fire=False,Ice=False,Electric=False,Poison=False,Damage=False,Attack=False,Defense=True,Resistance=False,Speed=False,Critical=False,Life=False,Armor=True,Evade=False,Overshield=False)","1000","0","1","Prefix","(10,20)","(WeaponAttackRate=0.000000,WeaponCriticalChance=0.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=0.000000,Overshield=1.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=0.000000,ElectricResistance=0.000000,PoisonResistance=0.000000))","Addition","","(Armor=False,Weapon=False,Shield=False,Jewelry=False,Misc=False)","(Armor=(Head=False,Chest=True,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=False,LocalCritChance=False,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=False,OverShield=True,life=False),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=False,ElectricResist=False,PoisonResist=False,GlobalAllSkills=False,UniqueSkill=False))"
